step,defers,green_w_dc0,green_w_dc1,green_w_dc2,green_w_dc3,green_w_dc4,power_w_dc0,power_w_dc1,power_w_dc2,power_w_dc3,power_w_dc4,greenratio_dc0,greenratio_dc1,greenratio_dc2,greenratio_dc3,greenratio_dc4,waste_wh_dc0,waste_wh_dc1,waste_wh_dc2,waste_wh_dc3,waste_wh_dc4,queue_dc0,queue_dc1,queue_dc2,queue_dc3,queue_dc4,util_dc0,util_dc1,util_dc2,util_dc3,util_dc4,avail_pes_dc0,avail_pes_dc1,avail_pes_dc2,avail_pes_dc3,avail_pes_dc4,routed_dc0,routed_dc1,routed_dc2,routed_dc3,routed_dc4
2782,126,597.6533203125,723.5800170898438,409.90667724609375,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.7954018115997314,0.9071170091629028,0.0,0.0,0.0,369.55963134765625,363.4046630859375,142.26194763183594,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2783,128,465.14666748046875,731.3533325195312,392.67333984375,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.7957574725151062,0.9071170091629028,0.0,0.0,0.0,369.55963134765625,363.6078186035156,142.37103271484375,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2784,127,607.3400268554688,786.106689453125,444.8066711425781,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.7961892485618591,0.9071170091629028,0.0,0.0,0.0,369.5934143066406,363.826171875,142.4945831298828,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2785,128,882.0266723632812,647.193359375,422.3133239746094,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.7966223359107971,0.9071170091629028,0.0,0.0,0.0,369.7024841308594,364.0059509277344,142.6118927001953,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2786,125,1072.913330078125,731.260009765625,345.8133239746094,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.7970504760742188,0.9071170091629028,0.0,0.0,0.0,369.86553955078125,364.2090759277344,142.7079620361328,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2787,125,1165.0733642578125,644.2933349609375,367.6199951171875,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.7974737286567688,0.9071170091629028,0.0,0.0,0.0,370.05523681640625,364.3880615234375,142.81007385253906,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2788,127,1363.1800537109375,1024.473388671875,360.29998779296875,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.7978951930999756,0.9071170091629028,0.0,0.0,0.0,370.2999267578125,364.6726379394531,142.91015625,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2789,125,1332.0333251953125,968.0133056640625,350.7066650390625,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.7983148694038391,0.9071170091629028,0.0,0.0,0.0,370.5359802246094,364.9415283203125,143.007568359375,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2790,126,1161.0,869.3333129882812,300.88665771484375,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.7987328767776489,0.9071170091629028,0.0,0.0,0.0,370.7245178222656,365.1830139160156,143.09115600585938,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2791,125,1263.933349609375,909.5333251953125,287.7933349609375,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.799152135848999,0.9071170091629028,0.0,0.0,0.0,370.940673828125,365.4356689453125,143.1710968017578,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2792,123,1048.973388671875,1019.5266723632812,267.586669921875,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.7995666861534119,0.9071170091629028,0.0,0.0,0.0,371.09808349609375,365.7188720703125,143.24542236328125,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,5,0,0,0,0
2793,125,1138.8333740234375,1151.473388671875,266.6266784667969,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.799982488155365,0.9071170091629028,0.0,0.0,0.0,371.27947998046875,366.0386962890625,143.31948852539062,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2794,125,999.52001953125,1339.6600341796875,337.20001220703125,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.800399661064148,0.9071170091629028,0.0,0.0,0.0,371.42120361328125,366.41082763671875,143.4131622314453,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2795,124,861.6466674804688,1261.7532958984375,304.8066711425781,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.8008090257644653,0.9071170091629028,0.0,0.0,0.0,371.5265808105469,366.7613220214844,143.49781799316406,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,4,0,0,0,0
2796,125,731.6400146484375,1551.0733642578125,324.90667724609375,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8012197613716125,0.9071170091629028,0.0,0.0,0.0,371.5948791503906,367.1921691894531,143.58807373046875,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2797,123,890.4933471679688,1481.11328125,389.3999938964844,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8016317486763,0.9071170091629028,0.0,0.0,0.0,371.706298828125,367.6036071777344,143.6962432861328,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,5,0,0,0,0
2798,125,983.0999755859375,1532.2266845703125,391.4666748046875,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8020420670509338,0.9071170091629028,0.0,0.0,0.0,371.84344482421875,368.0292053222656,143.8049774169922,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2799,126,814.1866455078125,1431.9599609375,325.760009765625,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8024477362632751,0.9071170091629028,0.0,0.0,0.0,371.9346618652344,368.4269714355469,143.89547729492188,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2800,124,861.5266723632812,1420.2532958984375,242.9066619873047,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.802848756313324,0.9071170091629028,0.0,0.0,0.0,372.0400085449219,368.8215026855469,143.96295166015625,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,4,0,0,0,0
2801,127,732.97998046875,1290.239990234375,245.47332763671875,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.8032481670379639,0.9071170091629028,0.0,0.0,0.0,372.1096496582031,369.1799011230469,144.0311279296875,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2802,126,994.17333984375,1286.693359375,233.2866668701172,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8036518096923828,0.9071170091629028,0.0,0.0,0.0,372.2498779296875,369.5373229980469,144.09593200683594,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2803,125,773.7066650390625,1230.93994140625,309.5199890136719,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.804053783416748,0.9071170091629028,0.0,0.0,0.0,372.328857421875,369.8792419433594,144.18191528320312,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2804,126,813.1466674804688,1285.566650390625,339.2533264160156,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8044541478157043,0.9071170091629028,0.0,0.0,0.0,372.4187927246094,370.2363586425781,144.27615356445312,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2805,127,890.913330078125,1229.4000244140625,406.8800048828125,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8048529028892517,0.9071170091629028,0.0,0.0,0.0,372.53033447265625,370.5778503417969,144.38917541503906,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2806,124,939.4733276367188,1209.38671875,570.4266967773438,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8052471280097961,0.9071170091629028,0.0,0.0,0.0,372.6563415527344,370.9137878417969,144.54762268066406,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,4,0,0,0,0
2807,128,856.5999755859375,1273.873291015625,483.82666015625,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8056397438049316,0.9071170091629028,0.0,0.0,0.0,372.75933837890625,371.26763916015625,144.68202209472656,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2808,128,1023.8733520507812,1161.78662109375,600.47998046875,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.8060279488563538,0.9071170091629028,0.0,0.0,0.0,372.9097900390625,371.5903625488281,144.84881591796875,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2809,127,727.8400268554688,919.5333251953125,590.739990234375,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8064202666282654,0.9071170091629028,0.0,0.0,0.0,372.9760437011719,371.8457946777344,145.01290893554688,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2810,125,613.6599731445312,918.4733276367188,624.0066528320312,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8068110346794128,0.9071170091629028,0.0,0.0,0.0,373.01055908203125,372.1009216308594,145.18624877929688,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2811,127,1070.97998046875,1085.4666748046875,657.2733154296875,0.0,0.0,478.6875,0.0,0.0,0.0,0.0,0.8071917295455933,0.9071170091629028,0.0,0.0,0.0,373.1750793457031,372.4024353027344,145.3688201904297,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.12562499940395355,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2812,126,1535.2467041015625,1208.97998046875,614.760009765625,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8075793981552124,0.9071170091629028,0.0,0.0,0.0,373.4656066894531,372.7382507324219,145.5395965576172,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2813,126,1409.97998046875,1192.086669921875,593.4466552734375,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8079654574394226,0.9071170091629028,0.0,0.0,0.0,373.7213134765625,373.06939697265625,145.70443725585938,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2814,128,1447.0400390625,1116.4266357421875,560.8599853515625,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8083500266075134,0.9071170091629028,0.0,0.0,0.0,373.9873352050781,373.3795166015625,145.8602294921875,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2815,127,1682.5333251953125,1089.2933349609375,543.9933471679688,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.8087274432182312,0.9071170091629028,0.0,0.0,0.0,374.32073974609375,373.6820983886719,146.01133728027344,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2816,126,1677.0333251953125,1205.6466064453125,600.5933227539062,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.809106171131134,0.9071170091629028,0.0,0.0,0.0,374.6516418457031,374.0169982910156,146.1781768798828,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2817,128,1481.780029296875,1090.17333984375,697.3133544921875,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8094862103462219,0.9071170091629028,0.0,0.0,0.0,374.92730712890625,374.31982421875,146.3718719482422,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2818,128,1759.280029296875,820.8400268554688,641.4066772460938,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.809861958026886,0.9071170091629028,0.0,0.0,0.0,375.28106689453125,374.5478210449219,146.550048828125,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2819,128,1745.373291015625,841.47998046875,720.8800048828125,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8102362155914307,0.9071170091629028,0.0,0.0,0.0,375.6309509277344,374.7815856933594,146.7502899169922,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2820,128,1616.6666259765625,936.5533447265625,694.0253295898438,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.810608983039856,0.9071170091629028,0.0,0.0,0.0,375.945068359375,375.041748046875,146.9430694580078,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2821,128,1654.8133544921875,986.7866821289062,667.170654296875,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8109830021858215,0.9071170091629028,0.0,0.0,0.0,376.268798828125,375.3158264160156,147.12840270996094,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2822,128,1742.2066650390625,956.1133422851562,640.3159790039062,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8113555908203125,0.9071170091629028,0.0,0.0,0.0,376.6167907714844,375.5814208984375,147.30625915527344,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2823,127,1591.5067138671875,1133.4000244140625,613.4613037109375,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.8117213249206543,0.9071170091629028,0.0,0.0,0.0,376.9249267578125,375.8962707519531,147.47666931152344,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2824,128,1500.3466796875,1015.0333251953125,586.606689453125,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8120883107185364,0.9071170091629028,0.0,0.0,0.0,377.2067565917969,376.17822265625,147.63961791992188,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2825,128,1496.32666015625,1047.473388671875,703.3733520507812,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8124538660049438,0.9071170091629028,0.0,0.0,0.0,377.4874572753906,376.46917724609375,147.83499145507812,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2826,127,1482.046630859375,1080.63330078125,703.8599853515625,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8128179907798767,0.9071170091629028,0.0,0.0,0.0,377.7641906738281,376.76934814453125,148.030517578125,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2827,126,1670.6466064453125,934.6599731445312,688.8666381835938,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.813180685043335,0.9071170091629028,0.0,0.0,0.0,378.0932922363281,377.02899169921875,148.22186279296875,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2828,126,983.4600219726562,917.2000122070312,673.8733520507812,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8135446906089783,0.9071170091629028,0.0,0.0,0.0,378.23052978515625,377.28375244140625,148.4090576171875,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2829,125,1427.5067138671875,776.0133056640625,658.8800048828125,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8139072060585022,0.9071170091629028,0.0,0.0,0.0,378.4911193847656,377.49932861328125,148.59207153320312,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2830,124,1480.97998046875,1079.5067138671875,643.8866577148438,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8142657279968262,0.9071170091629028,0.0,0.0,0.0,378.767578125,377.7991943359375,148.77093505859375,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,4,0,0,0,0
2831,126,1472.0933837890625,990.3333129882812,694.5,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8146228790283203,0.9071170091629028,0.0,0.0,0.0,379.0415344238281,378.07427978515625,148.96385192871094,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2832,125,1443.7733154296875,899.02001953125,532.8400268554688,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8149786591529846,0.9071170091629028,0.0,0.0,0.0,379.3076477050781,378.3240051269531,149.1118621826172,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2833,124,1473.3800048828125,960.8333129882812,548.7000122070312,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8153356909751892,0.9071170091629028,0.0,0.0,0.0,379.5809631347656,378.5909118652344,149.2642822265625,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,4,0,0,0,0
2834,127,1476.606689453125,1150.300048828125,499.913330078125,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8156887292861938,0.9071170091629028,0.0,0.0,0.0,379.856201171875,378.9104309082031,149.40313720703125,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2835,125,1400.9466552734375,960.5133056640625,542.022216796875,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.8160378336906433,0.9071170091629028,0.0,0.0,0.0,380.11138916015625,379.17724609375,149.55369567871094,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2836,125,1331.3333740234375,761.8200073242188,584.131103515625,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8163907527923584,0.9071170091629028,0.0,0.0,0.0,380.34527587890625,379.38885498046875,149.71595764160156,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2837,128,1303.2933349609375,758.566650390625,626.239990234375,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8167397975921631,0.9071170091629028,0.0,0.0,0.0,380.57232666015625,379.5995788574219,149.88992309570312,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,0,0,0,0,0
2838,127,1175.13330078125,743.106689453125,396.5199890136719,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.8170849084854126,0.9071170091629028,0.0,0.0,0.0,380.7648010253906,379.8059997558594,150.00006103515625,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2839,126,1128.38671875,916.0066528320312,362.4866638183594,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8174313306808472,0.9071170091629028,0.0,0.0,0.0,380.94329833984375,380.0604248046875,150.1007537841797,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2840,124,1153.4866943359375,1006.9933471679688,463.8666687011719,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8177789449691772,0.9071170091629028,0.0,0.0,0.0,381.1277770996094,380.34014892578125,150.22959899902344,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,4,0,0,0,0
2841,124,1152.02001953125,1235.52001953125,401.0199890136719,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8181251883506775,0.9071170091629028,0.0,0.0,0.0,381.3118591308594,380.683349609375,150.34100341796875,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,4,0,0,0,0
2842,126,1273.300048828125,1524.2733154296875,398.29998779296875,0.0,0.0,482.25,0.0,0.0,0.0,0.0,0.8184651732444763,0.9071170091629028,0.0,0.0,0.0,381.5315856933594,381.10675048828125,150.45162963867188,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.1274999976158142,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2843,126,1258.933349609375,1412.2467041015625,572.9933471679688,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8188088536262512,0.9071170091629028,0.0,0.0,0.0,381.745361328125,381.4990539550781,150.6107940673828,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2844,127,1119.3199462890625,1680.606689453125,593.1199951171875,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8191487789154053,0.9071170091629028,0.0,0.0,0.0,381.92132568359375,381.96588134765625,150.7755584716797,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2845,126,1051.5,1693.373291015625,582.9266967773438,0.0,0.0,478.6875,0.0,0.0,0.0,0.0,0.8194824457168579,0.9071170091629028,0.0,0.0,0.0,382.0804443359375,382.436279296875,150.93748474121094,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.12562499940395355,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,2,0,0,0,0
2846,127,1218.026611328125,1778.2266845703125,599.3866577148438,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8198198080062866,0.9071170091629028,0.0,0.0,0.0,382.2838439941406,382.93023681640625,151.10397338867188,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2847,124,1249.38671875,1722.760009765625,568.086669921875,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8201583623886108,0.9071170091629028,0.0,0.0,0.0,382.49493408203125,383.40875244140625,151.26177978515625,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,4,0,0,0,0
2848,125,1111.8599853515625,1738.3466796875,564.066650390625,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8204957246780396,0.9071170091629028,0.0,0.0,0.0,382.6678466796875,383.8916320800781,151.41845703125,0.0,0.0,318.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,3,0,0,0,0
2849,127,1289.9932861328125,1656.760009765625,443.4200134277344,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8208317160606384,0.9071170091629028,0.0,0.0,0.0,382.8902587890625,384.3518371582031,151.54164123535156,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2850,127,1081.8533935546875,1463.36669921875,599.7999877929688,0.0,0.0,489.375,0.0,0.0,0.0,0.0,0.8211665153503418,0.9071170091629028,0.0,0.0,0.0,383.0548400878906,384.7583312988281,151.708251953125,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,1,0,0,0,0
2851,124,1040.6800537109375,1447.280029296875,446.7533264160156,0.0,0.0,485.8125,0.0,0.0,0.0,0.0,0.8214976787567139,0.9071170091629028,0.0,0.0,0.0,383.2089538574219,385.1603698730469,151.8323516845703,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.12937499582767487,0.0,0.0,0.0,0.0,270.0,343.0,296.0,240.0,144.0,4,0,0,0,0
